排名,名称,类型,话数,放送时间,导演,脚本,声优,评分,评分人数,封面,详情页
1026,卫宫家今天的饭,WEB,13,2017-12-31,三浦貴博、佐藤哲人,近藤光、三浦貴博,川澄綾子、杉山紀彰、野田順子、下屋則子、諏訪部順一、門脇舞以、七緒はるひ、植田佳奈、金元寿子、伊藤美紀、宮川美保、神奈延年、浅川悠、田中敦子、てらそままさき、三木眞一郎、真殿光昭、志村知幸、野田順子、結下みちる、中尾衣里、中川里江、小山力也、増田俊樹、市来光弘,7.5,8859,https://lain.bgm.tv/r/400/pic/cover/l/bb/27/234349_7G58b.jpg,https://bangumi.tv/subject/234349
1027,牧笛,剧场版,1,1963,特伟、钱家骏,特伟,,7.5,216,https://lain.bgm.tv/r/400/pic/cover/l/ed/3a/109604_2K86K.jpg,https://bangumi.tv/subject/109604
1028,火柴人 VS 我的世界,未知,0,未知,未知,,,7.7,77,https://lain.bgm.tv/r/400/pic/cover/l/57/ea/332973_K9kFp.jpg,https://bangumi.tv/subject/332973
1029,哆啦A梦：大雄的奇幻大冒险,剧场版,1,2007-03-10,寺本幸代,真保裕一,水田わさび、陳美貞、大原めぐみ、黄笑嬿、楊凱凱、かかずゆみ、詹佳、許淑嬪、木村昴、于正昌、吴磊、関智一、翟巍、劉傑、千秋、黄怡晴、松元環季、相武紗季、黄莺、松本保典、桂楠、三石琴乃、萩野志保子、武向彤,7.5,961,https://lain.bgm.tv/r/400/pic/cover/l/5e/f0/475_ZoRdV.jpg,https://bangumi.tv/subject/475
1030,阿拉蕾,TV,74,1997-11-26,未知,前川淳、西園悟、山田健一、玉井☆豪、成田良美、丸尾みほ、吉村元希,川田妙子、矢田耕司,7.5,633,https://lain.bgm.tv/r/400/pic/cover/l/16/25/4025_O8IJR.jpg,https://bangumi.tv/subject/4025
1031,记忆管理局,未知,1,2020-09-30,刘文钰、李书宇,李书宇、刘文钰,,7.5,669,https://lain.bgm.tv/r/400/pic/cover/l/ce/5c/316037_rt0RF.jpg,https://bangumi.tv/subject/316037
1032,恶魔阿萨谢尔在召唤你,OVA,2,2010-02-22,水島努,谷村大四郎,小野坂昌也、浪川大輔、佐藤利奈、神谷浩史、玄田哲章,7.5,1860,https://lain.bgm.tv/r/400/pic/cover/l/90/7e/14514_CQAeE.jpg,https://bangumi.tv/subject/14514
1033,电影 光之美少女 All Stars DX3 传达到未来！连结世界☆彩虹之花！,剧场版,1,2011-03-19,大塚隆史,村山功,小清水亜美、折笠富美子、本名陽子、ゆかな、田中理恵、樹元オリエ、榎本温子、三瓶由布子、竹内順子、伊瀬茉莉也、永野愛、前田愛、仙台エリ、沖佳苗、喜多村英梨、中川亜紀子、小松由佳、水樹奈々、水沢史絵、久川綾、桑島法子、三石琴乃、速水奨、朴璐美、大塚明夫、藤原啓治、勝生真沙子、檜山修之、塩屋浩三、山寺宏一,7.5,332,https://lain.bgm.tv/r/400/pic/cover/l/15/83/13045_MjhWH.jpg,https://bangumi.tv/subject/13045
1034,出包王女Darkness,TV,12,2012-10-05,大槻敦史,大槻敦史、丸川直子、石田健幸、松村ゆかり,渡辺明乃、豊崎愛生、福圓美里、井口裕香、戸松遥、矢作紗友里、伊藤かな恵、日高里菜、花澤香菜、名塚佳織、緒乃冬華、能登麻美子、川澄綾子、橋本まい、水橋かおり、柚木涼香、千葉千恵巳、柚木涼香、吉野裕行、緒方賢一、新井里美、櫻井浩美、吉野裕行、早水リサ、福圓美里、子安武人、緒乃冬華、千葉千恵巳、松岡禎丞、高橋美佳子、野坂尚也,7.5,5943,https://lain.bgm.tv/r/400/pic/cover/l/46/3e/37694_M7zzE.jpg,https://bangumi.tv/subject/37694
1035,道子与哈金,TV,22,2008-10-15,山本沙代,宇治田隆史,日高里菜、真木よう子、大後寿々花、津田寛治、新井海人、坂井真紀、野村涼乃、村上淳、光石研、河内孝博,7.5,1221,https://lain.bgm.tv/r/400/pic/cover/l/3e/89/919_2yj4O.jpg,https://bangumi.tv/subject/919
1036,超超超超超喜欢你的100个女朋友 第二季,TV,12,2025-01-12,佐藤光,山田靖智、鴻野貴光、あおしまたかし,加藤渉、進藤あまね、三森すずこ、高橋李依、Lynn、高尾奏音、本渡楓、富田美憂、長縄まりあ、瀬戸麻沙美、朝井彩加、上坂すみれ、千葉繁、石田彰、くじら、榊原優希、斉藤貴美子、伊駒ゆりえ、小西克幸、田中文哉、神田みか、ニケライ・ファラナーゼ、河瀬茉希、岡田幸子、川村海乃、伊澄ちしろ、佐内瑠奈、神本綾華、佐藤日向、羽紫さや花、阿部菜摘子、青木陽菜、橘龍丸、津田美波、天野宏郷、塩屋翼、矢野茜、櫻井陽菜、長妻樹里、秋山諒、有隅融、木暮晃石、三上大輝、緒方佑奈、天海由梨奈、中根久美子、中根久美子、廣瀬武央、山本彬、丹羽哲士、秋保佐永子、中山祥徳、うえだゆうじ,7.4,6970,https://lain.bgm.tv/r/400/pic/cover/l/1d/bd/471793_nQ5TT.jpg,https://bangumi.tv/subject/471793
1037,我们不可能成为恋人！绝对不行。 (※似乎可行？),TV,12,2025-07-07,内沼菜摘,荒川稔久,中村カンナ、大西沙織、安齋由香里、市ノ瀬加那、田中貴子、相良茉優、斎藤千和、若山詩音、佐藤未奈子、中原麻衣、ゆかな、天希かのん、阿部菜摘子、白石兼斗、長岡龍歩、山本希望、天希かのん、阿部菜摘子、小形満、稲垣好、荻野葉月、結川あさき,7.4,11433,https://lain.bgm.tv/r/400/pic/cover/l/ae/03/524707_1quxk.jpg,https://bangumi.tv/subject/524707
1038,糖果男孩,WEB,7,2008-05-02,ほしかわたかふみ,ほしかわたかふみ、鈴木雅詞,柚木涼香、生天目仁美、加藤英美里、小林ゆう、太田哲治,7.5,2257,https://lain.bgm.tv/r/400/pic/cover/l/46/b2/2829_m02t0.jpg,https://bangumi.tv/subject/2829
1039,齐木楠雄的灾难 再始动篇,WEB,6,2019-12-30,桜井弘明,麻生周一（集英社ジャンプコミックス刊）、音地正行,神谷浩史、茅野愛衣、鳥海浩輔、東山奈央,7.4,5705,https://lain.bgm.tv/r/400/pic/cover/l/c8/e0/278899_zYS01.jpg,https://bangumi.tv/subject/278899
1040,Concrete Revolutio 超人幻想,TV,13,2015-10-04,水島精二,會川昇、辻真先,石川界人、上坂すみれ、豊崎愛生、川島得愛、中村繪里子、金尾哲夫、鈴村健一、三木眞一郎、大川透、浪川大輔、山根舞、逢坂力、西田雅一、水樹奈々、阿澄佳奈、西田雅一、小西克幸、拝真之介、村瀬歩、竹達彩奈、立花慎之介、三宅健太、野島健児、高橋研二、勝杏里、佐藤健輔、相楽信頼、櫻井トオル、関智一、長南翔太、大橋彩香、ささかまリス子、深川芹亜、上花楓裏、思春ももせ、香坂さき、明坂聡美、舞川みやこ、沢井美優、キャンディスン、木内秀信、最上嗣生、田中正彦、嶋村侑、菊地瞳、飛田展男、清水理沙、大友龍三郎、木村拓、大原崇、平井祥恵、亜城めぐ,7.4,3344,https://lain.bgm.tv/r/400/pic/cover/l/e7/8c/139022_DygC6.jpg,https://bangumi.tv/subject/139022
1041,剧场版宝可梦: 超梦的逆袭,剧场版,1,1998-07-18,湯山邦彦,首藤剛志,大谷育江、市村正親、松本梨香、飯塚雅弓、傅其慧、うえだゆうじ、愛河里花子、犬山イヌコ、山寺宏一、林原めぐみ、三木眞一郎、秋元羊介,7.5,1888,https://lain.bgm.tv/r/400/pic/cover/l/c8/86/3022_v7H3d.jpg,https://bangumi.tv/subject/3022
1042,企鹅公路,剧场版,1,2018-08-17,石田祐康,上田誠、渡辺葉,北香那、蒼井優、久野美咲、釘宮理恵、潘めぐみ、福井美樹、西島秀俊、孟令军、竹中直人、能登麻美子、久野美咲、地蔵堂武大、村瀬迪与,7.4,5299,https://lain.bgm.tv/r/400/pic/cover/l/29/d6/239270_7728d.jpg,https://bangumi.tv/subject/239270
1043,宇宙战舰大和号2199 第一章「踏上遥远的征途」,剧场版,2,2012-04-07,西崎義展,出渕裕,小野大輔、桑島法子、鈴村健一、菅生隆之、千葉繁、大塚芳忠、麦人、井上喜久子、細谷佳正、田中理恵、久川綾,7.5,282,https://lain.bgm.tv/r/400/pic/cover/l/87/10/37745_Fbxub.jpg,https://bangumi.tv/subject/37745
1044,机动战士高达UC,OVA,7,2010-03-12,古橋一浩,むとうやすゆき,内山昂輝、藤村歩、池田秀一、甲斐田裕子、成田剣、下野紘、戸松遥、柿原徹也、手塚秀彰、小山力也、チョー、梅津秀行、小松史法、菅生隆之、青山穣、永井一郎、高木渉、塩田朋子、横堀悦夫、有本欽隆、小川真司、Dave B. Mitchell、Yuri Lowenthal、浪川大輔、豊口めぐみ、内田直哉、渡辺美佐、佐藤正治、東地宏樹、三宅健太、伊瀬茉莉也、石塚運昇、石塚運昇、中村悠一、勝杏里、安元洋貴、古谷徹、広橋涼、池田秀一、古川登志夫、潘恵子、川村万梨阿,7.4,4000,https://lain.bgm.tv/r/400/pic/cover/l/53/2b/3113_5LZc5.jpg,https://bangumi.tv/subject/3113
1045,Re：从零开始的异世界生活 第二季,TV,13,2020-07-08,渡邊政治,横谷昌宏、中村能子、梅原英司,小林裕介、高橋李依、岡本信彦、石田彰、河西健吾、坂本真綾、内山夕実、水瀬いのり、村川梨衣、新井里美、子安武人、天﨑滉平、名塚佳織、高野麻里佳、田中あいみ、高橋李依、久野美咲、中原麻衣、石見舞菜香、能登麻美子、井口裕香、堀江由衣、堀内賢雄、鈴木絵理、東山奈央、小松未可子,7.4,15802,https://lain.bgm.tv/r/400/pic/cover/l/16/79/278826_w85gd.jpg,https://bangumi.tv/subject/278826
1046,轻拍翻转小魔女,TV,13,2016-10-06,押山清高,綾奈ゆにこ、関根アユミ、押山清高、久弥直樹,M・A・O、髙橋ミナミ、大橋彩香、津田健次郎、櫻井孝宏、天﨑滉平、井上沙香、歳納愛梨、福島潤、日笠陽子、興津和幸、村瀬迪与、大西沙織、久保田民絵、高野麻里佳、茅野愛衣、樫井笙人,7.4,4344,https://lain.bgm.tv/r/400/pic/cover/l/a4/cb/174584_7tQO4.jpg,https://bangumi.tv/subject/174584
1047,超元气三姐妹 增量中！,TV,8,2011-01-08,太田雅彦,子安秀明、鴻野貴光、杉原研二、太田雅彦、あおしまたかし,高垣彩陽、戸松遥、明坂聡美、下野紘、天田益男、斎藤千和、茅原実里、豊崎愛生、大原桃子、葉山いくみ、三瓶由布子,7.5,1952,https://lain.bgm.tv/r/400/pic/cover/l/49/10/10071_XZbYl.jpg,https://bangumi.tv/subject/10071
1048,现视研 二代目,TV,13,2013-07-06,水島努,後藤みどり、横手美智子,山本希望、上坂すみれ、内山夕実、加隈亜衣、山本和臣、大空直美、興津和幸、ゆかな、福山潤、小橋達也、大原桃子、佐藤利奈、近藤孝行、安元洋貴、小林未沙、葉山いくみ、米澤円、多田このみ、能登麻美子、斎藤寛仁、日野まり、小笠原早紀、早乙女翔、田丸裕臣、阿久津加菜、山岡ゆり、種田梨沙、優木かな、浜田賢二、笹本菜津枝,7.4,2331,https://lain.bgm.tv/r/400/pic/cover/l/de/2a/71802_k0v3u.jpg,https://bangumi.tv/subject/71802
1049,飞哥与小佛 第一季,TV,47,2007-08-17,未知,,宮田幸季、Thomas Brodie-Sangster、増田裕生,7.5,522,https://lain.bgm.tv/r/400/pic/cover/l/e0/6c/39507_E9Q1E.jpg,https://bangumi.tv/subject/39507
1050,蓝色巨星,剧场版,1,2023-02-17,立川譲,NUMBER 8,山田裕貴、岡山天音、間宮祥太朗、近藤雄介、須田美玲、乃村健次、東地宏樹、木下紗華、加藤将之、高橋伸也、青山穣、木内秀信,7.5,1376,https://lain.bgm.tv/r/400/pic/cover/l/32/53/353792_VE3lM.jpg,https://bangumi.tv/subject/353792
1051,魔方大厦,TV,10,1990-09,查侃,顾汉昌、查侃、强小柏、王大为,,7.5,1081,https://lain.bgm.tv/r/400/pic/cover/l/02/e6/2215_9Gfbo.jpg,https://bangumi.tv/subject/2215
1052,猫头鹰魔法社,TV,19,2020-01-10,StephenSandoval、StuLivingston、AminderDhaliwal,,Mela Lee、Cissy Jones、Robin Atkin Downes、Erica Lindbeck、Kimberly Brooks,7.6,127,https://lain.bgm.tv/r/400/pic/cover/l/53/27/313213_A74qR.jpg,https://bangumi.tv/subject/313213
1053,忍者乱太郎 1期,TV,47,1993-04-10,尼子騒兵衛,藤森雅也,高山みなみ、田中真弓、一龍斎貞友,7.5,511,https://lain.bgm.tv/r/400/pic/cover/l/dc/49/4264_XDxQ7.jpg,https://bangumi.tv/subject/4264
1054,飞哥与小佛 第二季,TV,38,2009-02-19,ZacMoncrief,,,7.6,102,https://lain.bgm.tv/r/400/pic/cover/l/5a/9a/322876_FsJpF.jpg,https://bangumi.tv/subject/322876
1055,龙珠超 布罗利,剧场版,1,2018-12-14,長峯達也,鳥山明,野沢雅子、郝祥海、堀川りょう、皇贞季、島田敏、森下由樹子、郭盛、久川綾、山新、堀川りょう、野沢雅子、水樹奈々、杉田智和、古川登志夫、赵毅、中尾隆聖、图特哈蒙、山寺宏一、刘琮、森田成一、藤新、宝亀克寿、野沢雅子、郝祥海、渡辺菜生子、月夜桥、千葉繁、稲田徹、大友龍三郎、草尾毅、野沢雅子,7.4,2150,https://lain.bgm.tv/r/400/pic/cover/l/79/a4/240287_CQpr9.jpg,https://bangumi.tv/subject/240287
1056,歌牌情缘 第三季,TV,24,2019-10-22,浅香守生,柿原優子、千葉美鈴,瀬戸麻沙美、宮野真守、細谷佳正、寺崎裕香、奈良徹、茅野愛衣、代永翼、潘めぐみ、入野自由、中道美穂子、甲斐田裕子、七瀬亜深、東地宏樹、鳳芳野、中井和哉、大原崇、林原めぐみ、斎賀みつき、高垣彩陽、荘司美代子、三宅健太、佐藤健輔、阪口大助、坂本真綾、水瀬いのり、安済知佳,7.4,1550,https://lain.bgm.tv/r/400/pic/cover/l/c2/65/238815_Vaf2J.jpg,https://bangumi.tv/subject/238815
1057,NHK15个动画短片,TV,15,2007-05-07,Michael、Arias、河森正治、清水保行、ソエジマヤスフミ、小林治、林明美、西見祥示郎、木村真二、押井守、新海誠、村田蓮爾、中澤一登、竹内敦志、前田真宏、今敏,,,7.4,2115,https://lain.bgm.tv/r/400/pic/cover/l/37/70/4193_acm67.jpg,https://bangumi.tv/subject/4193
1058,宝可梦XY,TV,92,2013-10-17,矢嶋哲生,冨岡淳広、大橋志吉、藤田伸三、面出明美、米村正二、武上純希、園田英樹,大谷育江、松本梨香、牧口真幸、梶裕貴、かないみか、伊瀬茉莉也、佐藤恵、犬山イヌコ、林原めぐみ、三木眞一郎、寺崎裕香、うえだゆうじ、赤﨑千夏、赤﨑千夏、三木眞一郎、三宅健太、寺崎裕香、寺崎裕香、赤﨑千夏、林原めぐみ、生天目仁美、小堀友里絵、大谷育江、うえだゆうじ、渡辺明乃、真堂圭、林沙織、赤﨑千夏、ゆきのさつき、石松千恵美、折笠富美子、林美秀、赤﨑千夏、古島清孝、藤村知可、佐藤健輔、下屋則子、浅井清己、林美秀、李程远,7.4,1935,https://lain.bgm.tv/r/400/pic/cover/l/ca/e3/78799_f9bqW.jpg,https://bangumi.tv/subject/78799
1059,凸变英雄,WEB,12,2016-10-04,李豪凌,李豪凌,图特哈蒙、津田健次郎、山新、月野もあ、西田望見、藤新、杉田智和、李璐、青山穣,7.4,2554,https://lain.bgm.tv/r/400/pic/cover/l/9a/52/192247_gGxkg.jpg,https://bangumi.tv/subject/192247
1060,机动战士Z高达 A New Translation -星之继承者-,剧场版,1,2005-05-28,富野由悠季,富野由悠季,飛田展男、池田秀一、鈴置洋孝、郷里大輔、森しん、小杉十郎太、岡本麻弥、新井里美、島田敏、勝生真沙子、西村知道、石井康嗣、大塚芳忠、浅野まゆみ、大川透、浪川大輔、柳井久代、沢木郁也、戸谷公次、中村秀利、塩屋浩三、新井里美、檜山修之、小松由佳,7.4,1042,https://lain.bgm.tv/r/400/pic/cover/l/54/3e/5378_AhaCA.jpg,https://bangumi.tv/subject/5378
1061,言叶之庭,剧场版,1,2013-05-31,新海誠,新海誠,入野自由、張乃文、張立昂、鈕凱暘、魏晶琦、花澤香菜、魏晶琦、丘梅君、平野文、李昀晴、陳貞伃、寺崎裕香、陳貞伃、李昀晴、前田剛、吳文民、梁興昌、井上優、馬伯強、賴緯、潘めぐみ、張乃文、王貞令、小松未可子、李昀晴、陳貞伃,7.4,16534,https://lain.bgm.tv/r/400/pic/cover/l/bc/43/58949_rCnOB.jpg,https://bangumi.tv/subject/58949
1062,头文字D Fourth Stage,TV,24,2004-04-17,冨永恒雄,岸間信明,三木眞一郎、関智一、子安武人、石塚運昇、西凜太朗、中村大樹、佐々木誠二、森川智之、高瀬右光、中田和宏、松本保典、豊口めぐみ、堀川仁、吉野裕行、天田益男、真殿光昭、柚木涼香、江原正士、大友龍三郎、岩田光央、矢尾一樹、高木渉、西村知道、細井治、岡野浩介、田中正彦、川原和久,7.4,1165,https://lain.bgm.tv/r/400/pic/cover/l/c9/11/3816_733CB.jpg,https://bangumi.tv/subject/3816
1063,壳中少女 压缩,剧场版,1,2010-11-06,工藤進,冲方丁,林原めぐみ、八嶋智人、東地宏樹、中井和哉、磯部勉,7.4,2346,https://lain.bgm.tv/r/400/pic/cover/l/dd/f8/4274_bnzIo.jpg,https://bangumi.tv/subject/4274
1064,魔角侦探之大三角计划,TV,52,2012-07-23,付博,付博、钟鸣,阿杰、唐小喜、吴凌云、季冠霖、张磊、姜广涛、阿杰、姜广涛,7.5,297,https://lain.bgm.tv/r/400/pic/cover/l/a0/45/43099_wKF2w.jpg,https://bangumi.tv/subject/43099
1065,青春猪头少年不会梦到兔女郎学姐,TV,13,2018-10-03,増井壮一,横谷昌宏,瀬戸麻沙美、石川界人、種﨑敦美、久保ユリカ、東山奈央、内田真礼、内田雄馬、水瀬いのり、茜屋日海夏、佐藤聡美、雨宮天、大津愛理、東城日沙子、久保ユリカ、水中雅章、内村史子、相川奈都姫、亀岡真美、志村知幸、日永麗、武田愛奈、涼花萌、岡咲美保、遠藤綾、影山灯、饭坂纱幸、波乃りん、鷲見昂大、白石兼斗、丸岡和佳奈,7.4,24524,https://lain.bgm.tv/r/400/pic/cover/l/b9/45/240038_b5j7g.jpg,https://bangumi.tv/subject/240038
